name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns
/obj/structure/closet/secure_closet/cmdcabinet/comms_cl/Initialize,code/game/objects/structures/crates_lockers/closets/secure/cm_closets.dm,402,1332065,0.002237,1,1332065,1332065,1332065,0.000000
/obj/item/reagent_container/food/drinks/bottle/davenport/Initialize,code/game/objects/items/reagent_containers/food/drinks/bottle.dm,247,252812,0.000424,1,252812,252812,252812,0.000000
/obj/structure/machinery/medical_pod/autodoc/proc/connect_autodoc_console,code/game/machinery/medical_pod/autodoc.dm,95,8466,0.000014,4,2116,501,4028,1835.074385
/proc/sortList,code/__HELPERS/lists.dm,278,9139078,0.015345,855,10688,491,166211,23489.886695
/obj/item/reagent_container/pill/inaprovaline/proc/(init),<?.dm>,4294967295,745923,0.001252,480,1554,1303,13926,772.569566
/obj/structure/machinery/cm_vending/sorted/boozeomat/proc/random_unstock,code/game/machinery/vending/vendor_types/food.dm,124,22923,0.000038,1,22923,22923,22923,0.000000
/datum/holiday/usa/proc/(init),<?.dm>,4294967295,1633,0.000003,1,1633,1633,1633,0.000000
/obj/item/weapon/gun/minigun/proc/(init),<?.dm>,4294967295,25347,0.000043,4,6336,5580,8136,1208.312460
/obj/structure/machinery/computer/tech_control/Initialize,code/modules/cm_tech/trees/marine.dm,124,134983,0.000227,3,44994,39374,50274,5457.979525
/obj/item/paper/Initialize,code/modules/paperwork/paper.dm,65,96322724,0.161729,236,408147,81031,43780509,2872789.205780
/datum/equipment_preset/survivor/upp/sapper/proc/(init),<?.dm>,4294967295,18314,0.000031,8,2289,1924,3487,494.381287
/turf/open/floor/plating/is_carpet_floor,code/game/turfs/floor_types.dm,29,1913,0.000003,5,382,190,652,232.504301
/obj/item/storage/backpack/marine/satchel/scout_cloak/select_gamemode_skin,code/game/objects/items/storage/backpack.dm,991,2234,0.000004,1,2234,2234,2234,0.000000
/turf/proc/on_change_area,code/game/turfs/turf.dm,237,76624860,0.128656,3884,19728,2655,97442,13763.215360
/obj/structure/machinery/cm_vending/clothing/senior_officer/get_listed_products,code/game/machinery/vending/vendor_types/crew/senior_officers.dm,8,123541,0.000207,6,20590,18265,22071,1402.581548
/datum/chemical_reaction/machosauce/blueraspberry/proc/(init),<?.dm>,4294967295,1302,0.000002,1,1302,1302,1302,0.000000
/obj/structure/pipes/vents/Initialize,code/game/objects/structures/pipes/vents/vents.dm,18,26979682,0.045300,257,104979,40626,12709146,789337.818337
/obj/item/stack/rods/plasteel/proc/(init),<?.dm>,4294967295,9148,0.000015,3,3049,2174,3527,759.115604
/obj/item/clothing/mask/cigarette/cigar/Initialize,code/game/objects/items/tools/flame_tools.dm,525,8361986,0.014040,68,122970,111198,155029,10755.797780
/obj/effect/essentials_set/kit/custom_shotgun/proc/(init),<?.dm>,4294967295,2044,0.000003,1,2044,2044,2044,0.000000
/datum/equipment_preset/survivor/scientist/proc/(init),<?.dm>,4294967295,147846,0.000248,64,2310,1734,7183,1058.081417
/obj/structure/filingcabinet/seeds/proc/(init),<?.dm>,4294967295,2705,0.000005,2,1352,952,1753,566.392973
/obj/item/weapon/gun/smg/fp9000/set_gun_attachment_offsets,code/modules/projectiles/guns/smgs.dm,810,4849,0.000008,2,2424,2244,2605,255.266527
/datum/equipment_preset/uscm_event/dress/officer/general/New,code/modules/gear_presets/uscm_dress.dm,147,302998,0.000509,24,12624,11060,17422,1772.146230
/obj/item/weapon/gun/smartgun/proc/(init),<?.dm>,4294967295,41176,0.000069,5,8235,7404,9828,977.979166
/obj/item/storage/belt/gun/m10/proc/(init),<?.dm>,4294967295,14707,0.000025,2,7353,6662,8045,977.928934
/datum/equipment_preset/other/tank/trainee/New,code/modules/gear_presets/other.dm,943,78929,0.000133,8,9866,9297,11963,862.153367
/datum/seed/soybean/proc/(init),<?.dm>,4294967295,3177,0.000005,1,3177,3177,3177,0.000000
/obj/structure/machinery/bioprinter/Initialize,code/game/machinery/bioprinter.dm,21,278782,0.000468,8,34847,29135,57588,9402.771476
/world/proc/change_tick_lag,code/game/world.dm,309,283269,0.000476,1,283269,283269,283269,0.000000
/datum/recipe/vegetablesoup/proc/(init),<?.dm>,4294967295,941,0.000002,1,941,941,941,0.000000
/obj/item/weapon/gun/rifle/xm51/set_gun_attachment_offsets,code/modules/projectiles/guns/rifles.dm,2640,5009,0.000008,2,2504,2485,2524,27.586228
/obj/structure/machinery/door/airlock/proc/lock,code/game/machinery/doors/airlock.dm,845,1501557,0.002521,23,65285,46247,80821,8854.934993
/obj/item/clothing/head/helmet/marine/pilot/tex/proc/(init),<?.dm>,4294967295,83556,0.000140,1,83556,83556,83556,0.000000
/obj/structure/machinery/medical_pod/sleeper/Initialize,code/game/machinery/medical_pod/sleeper.dm,282,391992,0.000658,10,39199,30768,48320,6799.174917
/datum/equipment_preset/wy/security/proc/(init),<?.dm>,4294967295,18024,0.000030,8,2253,2004,2404,150.586473
/obj/item/attachable/attached_gun/extinguisher/proc/initialize_internal_extinguisher,code/modules/projectiles/gun_attachables.dm,3694,1835926,0.003083,4,458981,452785,469826,7457.077310
/obj/item/storage/fancy/cigar/matchbook/wy_gold/Initialize,code/game/objects/items/storage/fancy.dm,496,64439433,0.108196,90,715993,680209,892115,28320.682944
/proc/should_block_game_interaction,code/__HELPERS/unsorted.dm,1803,1643487,0.002759,332,4950,2325,26810,2237.126384
/datum/turf_reservation/proc/get_turf_below,code/modules/mapping/space_management/space_reservation.dm,220,34785430,0.058406,11444,3039,1082,35036,1674.239453
/datum/mob_hud/proc/add_to_hud,code/datums/mob_hud.dm,106,21854,0.000037,25,874,611,1994,321.715454
/obj/structure/machinery/computer/communications/Initialize,code/game/machinery/computer/communications.dm,51,267770,0.000450,5,53554,48651,60733,4598.553305
/mob/proc/reset_view,code/modules/mob/mob.dm,362,43250,0.000073,36,1201,801,2054,297.642835
/obj/item/storage/belt/gun/m4a3/commander/fill_preset_inventory,code/game/objects/items/storage/belt.dm,1611,1104832,0.001855,1,1104832,1104832,1104832,0.000000
/obj/item/storage/box/eggplant/fill_preset_inventory,code/game/objects/items/storage/boxes.dm,1087,957717,0.001608,1,957717,957717,957717,0.000000
/proc/get_ranged_target_turf,code/__HELPERS/unsorted.dm,489,42065,0.000071,28,1502,1052,2624,486.833419
/datum/equipment_preset/clf/specialist/get_antag_gear_equipment,code/modules/gear_presets/clf.dm,582,12063,0.000020,2,6031,5571,6492,651.245729
/obj/effect/landmark/good_item/Initialize,code/game/gamemodes/colonialmarines/huntergames.dm,159,348441,0.000585,26,13401,10349,24075,3045.007816
/obj/item/storage/firstaid/adv/empty/fill_preset_inventory,code/game/objects/items/storage/firstaid.dm,205,2485,0.000004,10,248,200,351,47.662004
/datum/equipment_preset/upp/supply/proc/(init),<?.dm>,4294967295,32221,0.000054,16,2013,1634,3176,461.587478
/obj/effect/essentials_set/cnailgun/proc/(init),<?.dm>,4294967295,2505,0.000004,1,2505,2505,2505,0.000000
/datum/equipment_preset/upp/leader/proc/(init),<?.dm>,4294967295,29878,0.000050,16,1867,1744,1994,76.761970
/obj/structure/surface/rack/proc/(init),<?.dm>,4294967295,518090,0.000870,708,731,410,4068,303.579899
/proc/sanitize_simple,code/__HELPERS/text.dm,29,48336724,0.081159,17936,2694,2104,27912,730.406792
/obj/item/tool/scythe/proc/(init),<?.dm>,4294967295,2004,0.000003,1,2004,2004,2004,0.000000
/datum/chemical_reaction/methane/proc/(init),<?.dm>,4294967295,1282,0.000002,1,1282,1282,1282,0.000000
/obj/item/device/taperecorder/Initialize,code/game/objects/items/devices/taperecorder.dm,35,4504526,0.007563,20,225226,209531,279792,15010.829568
/datum/equipment_preset/clf/specialist/New,code/modules/gear_presets/clf.dm,468,266645,0.000448,16,16665,15108,18735,1111.383192
/obj/item/storage/box/potato/fill_preset_inventory,code/game/objects/items/storage/boxes.dm,1119,982013,0.001649,1,982013,982013,982013,0.000000
/datum/equipment_preset/dust_raider/proc/(init),<?.dm>,4294967295,14397,0.000024,8,1799,1673,1864,73.402024
/datum/equipment_preset/upp/commando/medic/get_antag_clothing_equipment,code/modules/gear_presets/upp.dm,3272,50102,0.000084,4,12525,11842,13565,791.261019
/obj/item/storage/box/beakers/proc/(init),<?.dm>,4294967295,10679,0.000018,3,3559,3336,3997,378.775659
/datum/controller/subsystem/decorator/proc/decorate,code/controllers/subsystem/decorator.dm,128,3904097,0.006555,843,4631,2124,178243,6414.512082
/obj/item/weapon/gun/launcher/spike/update_icon,code/modules/cm_preds/yaut_weapons.dm,1357,35086,0.000059,2,17543,13485,21601,5738.878636
/datum/component/overwatch_console_control/RegisterWithParent,code/datums/components/overwatch_console_control.dm,6,876974,0.001472,69,12709,10610,26379,2465.842145
/datum/reagent/octogen/proc/(init),<?.dm>,4294967295,1863,0.000003,1,1863,1863,1863,0.000000
/obj/structure/machinery/computer/communications/proc/(init),<?.dm>,4294967295,12814,0.000022,5,2562,1833,3457,613.357563
/datum/recipe/nettlesoup/proc/(init),<?.dm>,4294967295,1283,0.000002,1,1283,1283,1283,0.000000
/obj/item/attachable/gyro/Attach,code/modules/projectiles/gun_attachables.dm,3845,90149,0.000151,1,90149,90149,90149,0.000000
/obj/effect/essentials_set/tank/gatling/proc/(init),<?.dm>,4294967295,1473,0.000002,1,1473,1473,1473,0.000000
/obj/item/storage/belt/knifepouch/select_gamemode_skin,code/game/objects/items/storage/belt.dm,1202,8196,0.000014,1,8196,8196,8196,0.000000
/datum/equipment_preset/clf/engineer/get_antag_clothing_equipment,code/modules/gear_presets/clf.dm,206,44102,0.000074,3,14700,12614,18474,3273.917226
/obj/structure/machinery/light/proc/update,code/modules/power/lighting.dm,338,61704743,0.103604,1840,33535,8235,176610,11392.937222
/obj/item/clothing/suit/apron/proc/(init),<?.dm>,4294967295,4138,0.000007,1,4138,4138,4138,0.000000
/obj/item/reagent_container/food/drinks/cans/coconutmilk/Initialize,code/game/objects/items/reagent_containers/food/cans.dm,441,242242,0.000407,1,242242,242242,242242,0.000000
/obj/item/reagent_container/pill/tox/proc/(init),<?.dm>,4294967295,1543,0.000003,1,1543,1543,1543,0.000000
/obj/item/attachable/stock/shotgun/New,code/modules/projectiles/gun_attachables.dm,2007,125745,0.000211,1,125745,125745,125745,0.000000
/datum/equipment_preset/corpse/proc/(init),<?.dm>,4294967295,348436,0.000585,216,1613,1312,3858,355.878043
/datum/equipment_preset/proc/load_id,code/modules/gear_presets/_select_equipment.dm,143,567829,0.000953,1,567829,567829,567829,0.000000
/datum/controller/subsystem/time_track/Initialize,code/controllers/subsystem/time_track.dm,45,224128,0.000376,1,224128,224128,224128,0.000000
/obj/effect/landmark/structure_spawner/Initialize,code/game/objects/effects/landmarks/structure_spawners/structure_spawner.dm,13,21405390,0.035940,2375,9012,7494,31739,1969.442834
/obj/item/storage/box/nade_box/fill_preset_inventory,code/game/objects/items/storage/boxes.dm,806,149316670,0.250708,9,16590741,2252574,34646614,16930369.220447
/datum/action/item_action/toggle/hudgoggles/update_button_icon,code/datums/action.dm,367,173971,0.000292,26,6691,3917,12673,2317.701094
/datum/asset/simple/dynamic_icons/proc/(init),<?.dm>,4294967295,1131,0.000002,1,1131,1131,1131,0.000000
/turf/open/floor/grass/update_icon,code/game/turfs/floor_types.dm,2581,5106277,0.008574,364,14028,11983,32641,2811.242289
/datum/equipment_preset/synth/survivor/radiation_synth/proc/(init),<?.dm>,4294967295,41858,0.000070,8,5232,4869,7204,797.650299
/proc/emissive_appearance,code/__HELPERS/lighting.dm,3,4058246,0.006814,985,4120,2945,17002,1683.325843
/obj/structure/machinery/conveyor_switch/LateInitialize,code/modules/recycling/conveyor2.dm,200,10439992,0.017529,4,2609998,2116139,3166108,570215.512013
/obj/item/storage/backpack/satchel/proc/(init),<?.dm>,4294967295,223629,0.000375,32,6988,4709,14127,2406.051410
/datum/equipment_preset/cmb/observer/proc/(init),<?.dm>,4294967295,16470,0.000028,8,2058,1894,2194,90.763429
/proc/sanitize_inlist,code/__HELPERS/sanitize_values.dm,27,1593,0.000003,2,796,581,1012,304.763843
/proc/makepowernets,code/modules/power/power.dm,113,10778684,0.018098,2,5389342,4208,10774476,7615729.537996
/datum/equipment_preset/upp/officer/flag/dressed/podpolkovnik/proc/(init),<?.dm>,4294967295,16662,0.000028,8,2082,1874,2284,132.241122
/datum/equipment_preset/survivor/iasf/squad_leader/proc/(init),<?.dm>,4294967295,19426,0.000033,8,2428,2225,2665,166.141076
/obj/structure/medical_supply_link/update_icon,code/game/machinery/vending/vendor_types/medical.dm,41,102687,0.000172,20,5134,2915,7374,1346.874061
/datum/world_topic/lookup_ckey/proc/(init),<?.dm>,4294967295,1723,0.000003,1,1723,1723,1723,0.000000
/datum/controller/subsystem/entity_manager/proc/do_insert,code/datums/_ndatabase/subsystems/entity_manager.dm,117,473960,0.000796,585,810,461,151132,6227.572226
/datum/nmnode/New,code/modules/nightmare/nmnodes/nmnode.dm,11,479365,0.000805,28,17120,1483,86511,24898.799039
/datum/equipment_preset/us_army/medic/proc/(init),<?.dm>,4294967295,18224,0.000031,8,2278,2064,2645,191.957585
/obj/effect/landmark/xeno_hive_spawn/Initialize,code/game/objects/effects/landmarks/landmarks.dm,270,63729,0.000107,5,12745,11021,13846,1195.448242
/obj/item/weapon/gun/rifle/l23/set_gun_attachment_offsets,code/modules/projectiles/guns/rifles.dm,2391,7394,0.000012,3,2464,2355,2624,141.212606
/datum/equipment_preset/dutch/minigun/proc/(init),<?.dm>,4294967295,18584,0.000031,8,2323,1673,4588,1005.733279
/datum/nmnode/scenario_def/resolve,code/modules/nightmare/nmnodes/scenario.dm,14,7063,0.000012,2,3531,3436,3627,135.059246
/obj/item/storage/lockbox/loyalty/fill_preset_inventory,code/game/objects/items/storage/lockbox.dm,63,289571,0.000486,1,289571,289571,289571,0.000000
/obj/item/storage/proc/fill_preset_inventory,code/game/objects/items/storage/storage.dm,981,175634,0.000295,657,267,160,18685,723.696500
/obj/effect/alien/egg/proc/create_egg_triggers,code/modules/cm_aliens/structures/egg.dm,170,646768,0.001086,6,107794,102371,120595,6605.486447
/obj/item/stack/sheet/plasteel/proc/(init),<?.dm>,4294967295,34414,0.000058,15,2294,1623,5140,923.953075
/datum/equipment_preset/upp/commando/hunted/proc/(init),<?.dm>,4294967295,23183,0.000039,8,2897,2765,3266,165.280281
/obj/structure/machinery/cm_vending/update_icon,code/game/machinery/vending/cm_vending.dm,79,5632446,0.009457,475,11857,7945,32832,3355.247940
/datum/huntdata/proc/(init),<?.dm>,4294967295,2244,0.000004,1,2244,2244,2244,0.000000
/obj/item/weapon/gun/revolver/proc/replace_cylinder,code/modules/projectiles/guns/revolvers.dm,89,652358,0.001095,91,7168,6112,23143,1821.932869
/turf/closed/wall/mineral/proc/(init),<?.dm>,4294967295,619982,0.001041,155,3999,3286,13765,1099.705371
/area/Entered,code/game/area/areas.dm,416,123828,0.000208,120,1031,471,1983,364.615787
/obj/item/hardpoint/Destroy,code/modules/vehicles/hardpoints/hardpoint.dm,147,2646178,0.004443,10,264617,242482,376873,41031.323457
/datum/chem_property/positive/firepenetrating/reset_reagent,code/modules/reagents/chemistry_properties/prop_positive.dm,1206,4950,0.000008,5,990,781,1313,236.929314
/datum/asset/simple/register,code/modules/asset_cache/asset_list.dm,54,104358125,0.175221,17,6138713,1242,39496936,10834430.596018
/obj/structure/closet/secure_closet/staff_officer/armory/m4a1/Initialize,code/game/objects/structures/crates_lockers/closets/secure/cm_closets.dm,86,11991387,0.020134,3,3997129,3908333,4068823,81600.360465
/obj/item/stack/medical/splint/Initialize,code/game/objects/items/stacks/medical.dm,333,8299956,0.013936,90,92221,78026,122529,9230.738629
/obj/structure/machinery/hunt_ground_spawner/proc/generate_hunt_list,code/modules/cm_preds/yaut_items.dm,656,15679,0.000026,1,15679,15679,15679,0.000000
/datum/reagent/ethanol/driestmartini/proc/(init),<?.dm>,4294967295,2625,0.000004,1,2625,2625,2625,0.000000
/obj/structure/machinery/constructable_frame/proc/update_desc,code/game/machinery/constructable_frame.dm,30,61885,0.000104,14,4420,2124,7474,1413.419721
/obj/item/weapon/gun/pistol/action/proc/(init),<?.dm>,4294967295,6532,0.000011,1,6532,6532,6532,0.000000
/obj/item/weapon/gun/rifle/rmc_f90/shotgun/proc/(init),<?.dm>,4294967295,12093,0.000020,2,6046,5821,6272,318.905942
/turf/proc/onShuttleMove,code/modules/shuttle/on_move.dm,62,308329501,0.517695,1750,176188,20298,522315,70014.904345
/obj/structure/machinery/door/airlock/almayer/marine/charlie/medic/proc/(init),<?.dm>,4294967295,3055,0.000005,1,3055,3055,3055,0.000000
/datum/seed/berry/poison/proc/(init),<?.dm>,4294967295,4780,0.000008,1,4780,4780,4780,0.000000
/obj/item/weapon/gun/smg/pps43/set_gun_attachment_offsets,code/modules/projectiles/guns/smgs.dm,565,4538,0.000008,2,2269,2184,2354,120.208153
/obj/item/clothing/head/beret/cm/select_gamemode_skin,code/modules/clothing/head/head.dm,107,62747,0.000105,8,7843,5471,13114,2814.081505
/datum/reagent/ethanol/gintonic/proc/(init),<?.dm>,4294967295,2645,0.000004,1,2645,2645,2645,0.000000
/obj/structure/ladder/multiz/LateInitialize,code/game/objects/structures/ladders.dm,383,9666968,0.016231,73,132424,107731,175488,18181.295395
/obj/item/reagent_container/food/condiment/hotsauce/sriracha/Initialize,code/game/objects/items/reagent_containers/food/condiment.dm,239,1000727,0.001680,4,250181,231633,273490,17420.469923
/atom/movable/plane_master_controller/non_master/proc/(init),<?.dm>,4294967295,711,0.000001,1,711,711,711,0.000000
/obj/item/storage/fancy/cigar/Initialize,code/game/objects/items/storage/fancy.dm,386,311616224,0.523214,440,708218,308576,1113678,63314.162400
/obj/item/cell/infinite/proc/(init),<?.dm>,4294967295,4149,0.000007,2,2074,1283,2866,1119.350258
/obj/item/storage/box/m56a2_system/proc/(init),<?.dm>,4294967295,5059,0.000008,1,5059,5059,5059,0.000000
/obj/item/weapon/gun/rifle/type71/carbine/commando/set_gun_attachment_offsets,code/modules/projectiles/guns/rifles.dm,1783,2364,0.000004,1,2364,2364,2364,0.000000
/proc/get_asset_datum,code/modules/asset_cache/asset_list.dm,10,3839798714,6.447149,86,44648822,561,2378707304,262506707.786727
/obj/structure/disposaloutlet/Initialize,code/modules/recycling/disposal.dm,1383,77554,0.000130,4,19388,18174,21210,1288.965735
/obj/structure/machinery/fuelpump/update_icon,code/game/machinery/machinery.dm,413,9861,0.000017,4,2465,2055,2826,318.182861
/datum/nmnode/proc/resolve,code/modules/nightmare/nmnodes/nmnode.dm,31,5119,0.000009,7,731,631,931,95.918368
/obj/item/tool/portadialysis/proc/(init),<?.dm>,4294967295,6944,0.000012,5,1388,1032,2054,471.518823
/obj/item/weapon/gun/revolver/cmb/set_gun_config_values,code/modules/projectiles/guns/revolvers.dm,951,159457,0.000268,14,11389,8776,15518,2306.196519
/obj/item/attachable/magnetic_harness/Attach,code/modules/projectiles/gun_attachables.dm,1089,5116849,0.008591,43,118996,97122,177952,22899.868197
/obj/structure/machinery/conveyor/Initialize,code/modules/recycling/conveyor2.dm,24,421748,0.000708,14,30124,23945,42569,6668.699758
/obj/item/weapon/gun/smg/mac15/proc/(init),<?.dm>,4294967295,19929,0.000033,3,6643,5701,8386,1511.127725
/obj/structure/machinery/scoreboard/Initialize,code/game/machinery/scoreboard.dm,15,65292,0.000110,1,65292,65292,65292,0.000000
/obj/structure/machinery/autolathe/medilathe/partial/proc/(init),<?.dm>,4294967295,5841,0.000010,1,5841,5841,5841,0.000000
/obj/item/weapon/gun/revolver/m44/proc/(init),<?.dm>,4294967295,534848,0.000898,56,9550,6883,25157,2976.289734
/datum/chemical_reaction/black_russian/proc/(init),<?.dm>,4294967295,1232,0.000002,1,1232,1232,1232,0.000000
/datum/equipment_preset/uscm/cbrn/engineer/proc/(init),<?.dm>,4294967295,59273,0.000100,8,7409,6493,9999,1164.203161
/datum/equipment_preset/synth/survivor/kutjevo/cmb_synth/proc/(init),<?.dm>,4294967295,34734,0.000058,8,4341,4048,5570,500.585086
/obj/structure/dispenser/update_icon,code/game/objects/structures/tank_dispenser.dm,27,22261,0.000037,3,7420,6412,8606,1107.697838
/obj/structure/closet/secure_closet/chemical/proc/(init),<?.dm>,4294967295,1322,0.000002,1,1322,1322,1322,0.000000
/obj/item/explosive/grenade/smokebomb/Destroy,code/game/objects/items/explosives/grenades/marines.dm,414,656867,0.001103,7,93838,82294,110557,9558.301880
/obj/item/explosive/grenade/slug/baton/Initialize,code/game/objects/items/explosives/grenades/marines.dm,825,598967,0.001006,7,85566,78797,96430,7476.214940
/obj/item/weapon/gun/flamer/y_offset_by_attachment_type,code/modules/projectiles/guns/flamer/flamer.dm,61,902,0.000002,3,300,291,320,16.763055
/obj/item/storage/box/wycaps/fill_preset_inventory,code/game/objects/items/storage/boxes.dm,284,1609834,0.002703,1,1609834,1609834,1609834,0.000000
/obj/item/clothing/suit/storage/marine/smartgunner/reinforced/Initialize,code/modules/clothing/suits/marine_armor/smartgunner.dm,76,486738,0.000817,1,486738,486738,486738,0.000000
/obj/item/toy/dice/proc/(init),<?.dm>,4294967295,17261,0.000029,9,1917,1092,3076,692.833855
/obj/item/clothing/under/marine/officer/engi/proc/(init),<?.dm>,4294967295,6102,0.000010,1,6102,6102,6102,0.000000
/obj/structure/largecrate/supply/supplies/mre/proc/(init),<?.dm>,4294967295,5951,0.000010,6,991,782,1413,229.323789
/datum/parsed_map/proc/readlist,code/modules/mapping/reader.dm,1047,787041,0.001321,57,13807,791,33783,7305.866359
